OTU;C.Tu;C.Td;T.TTu;T.TTd;TT.CTu;TT.CTd;model.StARS_0.08;ASV total abundance;ASV total abundance (log10);Prevalence
;;;;;;;;123;2.089905111;73.33333333
;;;;;;;;18;1.255272505;26.66666667
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;19;1.278753601;46.66666667
;;;;;;;;17;1.230448921;53.33333333
;;;;;;;;76;1.880813592;20
;;;;;;;;932;2.969415912;93.33333333
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;1778;3.249931757;93.33333333
;;;;;;;;25;1.397940009;80
;;;;;;;;20;1.301029996;66.66666667
;;;;;;;;257;2.409933123;66.66666667
;;;;;;;;55;1.740362689;80
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;899;2.953759692;100
;;;;;;;;43;1.633468456;73.33333333
;;;;;;;;690;2.838849091;80
;;;;;;;;4277;3.63113925;100
;;;;;;;;746;2.872738827;100
;;;;;;;;26;1.414973348;53.33333333
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;38;1.579783597;40
;;;;;;;;22;1.342422681;33.33333333
;;;;;;;;287;2.457881897;93.33333333
;;;;;;;;96;1.982271233;46.66666667
;;;;;;;;154;2.187520721;86.66666667
;;;;;;;;290;2.462397998;93.33333333
;;;;;;;;51;1.707570176;46.66666667
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;12;1.079181246;20
;;;;;;;;211;2.324282455;73.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;32;1.505149978;13.33333333
;;;;;;;;91;1.959041392;80
;;;;;;;;32;1.505149978;66.66666667
;;;;;;;;12;1.079181246;33.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;60;1.77815125;80
;;;;;;;;4;0.602059991;20
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;21;1.322219295;20
;;;;;;;;226;2.354108439;80
;;;;;;;;30;1.477121255;13.33333333
;;;;;;;;88;1.944482672;40
;;;;;;;;37;1.568201724;73.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;14;1.146128036;20
;;;;;;;;96;1.982271233;80
;;;;;;;;482;2.683047038;80
;;;;;;;;33;1.51851394;60
;;;;;;;;12;1.079181246;20
;;;;;;;;55;1.740362689;40
;;;;;;;;25;1.397940009;13.33333333
;;;;;;;;373;2.571708832;73.33333333
;;;;;;;;94;1.973127854;86.66666667
;;;;;;;;172;2.235528447;53.33333333
;;;;;;;;153;2.184691431;80
;;;;;;;;37;1.568201724;66.66666667
;;;;;;;;181;2.257678575;26.66666667
;;;;;;;;121;2.08278537;53.33333333
;;;;;;;;15;1.176091259;53.33333333
;;;;;;;;30;1.477121255;40
;;;;;;;;1208;3.082066934;86.66666667
;;;;;;;;553;2.742725131;86.66666667
;;;;;;;;168;2.225309282;93.33333333
;;;;;;;;18;1.255272505;26.66666667
;;;;;;;;264;2.421603927;93.33333333
;;;;;;;;6;0.77815125;20
;;;;;;;;624;2.79518459;46.66666667
;;;;;;;;168;2.225309282;73.33333333
;;;;;;;;19;1.278753601;33.33333333
;;;;;;;;12;1.079181246;40
;;;;;;;;30;1.477121255;40
;;;;;;;;12;1.079181246;40
;;;;;;;;106437;5.027092625;100
;;;;;;;;1487;3.172310969;93.33333333
;;;;;;;;1455;3.162862993;100
;;;;;;;;1;0;6.666666667
;;;;;;;;17;1.230448921;60
;;;;;;;;33;1.51851394;20
;;;;;;;;22;1.342422681;66.66666667
;;;;;;;;23;1.361727836;13.33333333
;;;;;;;;26;1.414973348;66.66666667
;;;;;;;;4;0.602059991;20
;;;;;;;;189;2.276461804;26.66666667
;;;;;;;;636;2.803457116;93.33333333
;;;;;;;;9;0.954242509;33.33333333
;;;;;;;;764;2.883093359;46.66666667
;;;;;;;;31;1.491361694;26.66666667
;;;;;;;;10;1;13.33333333
;;;;;;;;27;1.431363764;80
;;;;;;;;412;2.614897216;80
;;;;;;;;219;2.340444115;66.66666667
;;;;;;;;71;1.851258349;80
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;313;2.495544338;100
;;;;;;;;9;0.954242509;33.33333333
;;;;;;;;96;1.982271233;73.33333333
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;438;2.641474111;93.33333333
;;;;;;;;9;0.954242509;26.66666667
;;;;;;;;9769;3.98985011;80
;;;;;;;;499;2.698100546;26.66666667
;;;;;;;;23;1.361727836;66.66666667
;;;;;;;;69;1.838849091;66.66666667
;;;;;;;;18;1.255272505;53.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;47;1.672097858;33.33333333
;;;;;;;;61;1.785329835;33.33333333
;;;;;;;;291;2.463892989;93.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;42;1.62324929;20
;;;;;;;;35;1.544068044;26.66666667
;;;;;;;;28;1.447158031;13.33333333
;;;;;;;;306;2.485721426;93.33333333
;;;;;;;;1085;3.035429738;80
;;;;;;;;10;1;40
;;;;;;;;44;1.643452676;66.66666667
;;;;;;;;1;0;6.666666667
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;53;1.72427587;13.33333333
;;;;;;;;8;0.903089987;13.33333333
;;;;;;;;39;1.591064607;66.66666667
;;;;;;;;10;1;40
;;;;;;;;736;2.866877814;93.33333333
;;;;;;;;82;1.913813852;100
;;;;;;;;295;2.469822016;80
;;;;;;;;6283;3.79816706;93.33333333
;;;;;;;;1;0;6.666666667
;;;;;;;;460;2.662757832;93.33333333
;;;;;;;;393;2.59439255;100
;;;;;;;;38;1.579783597;73.33333333
;;;;;;;;3191;3.503926804;100
;;;;;;;;224;2.350248018;100
;;;;;;;;149;2.173186268;86.66666667
;;;;;;;;50;1.698970004;26.66666667
;;;;;;;;25;1.397940009;73.33333333
;;;;;;;;250;2.397940009;73.33333333
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;5251;3.720242018;93.33333333
;;;;;;;;401;2.603144373;60
;;;;;;;;11;1.041392685;66.66666667
;;;;;;;;35;1.544068044;93.33333333
;;;;;;;;157;2.195899652;73.33333333
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;394;2.595496222;93.33333333
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;22;1.342422681;40
;;;;;;;;400;2.602059991;100
;;;;;;;;31;1.491361694;80
;;;;;;;;118;2.071882007;40
;;;;;;;;105;2.021189299;33.33333333
;;;;;;;;11;1.041392685;26.66666667
;;;;;;;;4069;3.60948769;100
;;;;;;;;4;0.602059991;20
;;;;;;;;176;2.245512668;20
;;;;;;;;31;1.491361694;66.66666667
;;;;;;;;10;1;13.33333333
;;;;;;;;73;1.86332286;60
;;;;;;;;21;1.322219295;20
;;;;;;;;16;1.204119983;26.66666667
;;;;;;;;36;1.556302501;73.33333333
;;;;;;;;444;2.64738297;93.33333333
;;;;;;;;203;2.307496038;73.33333333
;;;;;;;;322;2.507855872;93.33333333
;;;;;;;;544;2.7355989;100
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;167;2.222716471;93.33333333
;;;;;;;;43;1.633468456;20
;;;;;;;;66;1.819543936;80
;;;;;;;;93;1.968482949;20
;;;;;;;;19;1.278753601;60
;;;;;;;;91;1.959041392;40
;;;;;;;;636;2.803457116;86.66666667
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;152;2.181843588;93.33333333
;;;;;;;;250;2.397940009;93.33333333
;;;;;;;;306;2.485721426;100
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;218;2.338456494;80
;;;;;;;;24;1.380211242;86.66666667
;;;;;;;;204;2.309630167;86.66666667
;;;;;;;;6397;3.805976351;100
;;;;;;;;13;1.113943352;60
;;;;;;;;57;1.755874856;46.66666667
;;;;;;;;10;1;26.66666667
;;;;;;;;38;1.579783597;93.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;85;1.929418926;66.66666667
;;;;;;;;28;1.447158031;20
;;;;;;;;22;1.342422681;33.33333333
;;;;;;;;23;1.361727836;20
;;;;;;;;16;1.204119983;20
;;;;;;;;7477;3.873727381;100
;;;;;;;;10;1;33.33333333
;;;;;;;;60;1.77815125;60
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;140;2.146128036;46.66666667
;;;;;;;;4;0.602059991;20
;;;;;;;;206;2.31386722;93.33333333
;;;;;;;;6;0.77815125;6.666666667
;;;;;;;;14;1.146128036;33.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;13;1.113943352;40
;;;;;;;;871;2.940018155;93.33333333
;;;;;;;;23;1.361727836;93.33333333
;;;;;;;;19;1.278753601;33.33333333
;;;;;;;;23;1.361727836;66.66666667
;;;;;;;;3361;3.526468512;93.33333333
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;67;1.826074803;66.66666667
;;;;;;;;680;2.832508913;80
;;;;;;;;18;1.255272505;53.33333333
;;;;;;;;95;1.977723605;80
;;;;;;;;2875;3.458637849;100
;;;;;;;;240;2.380211242;60
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;46;1.662757832;80
;;;;;;;;301;2.478566496;60
;;;;;;;;216;2.334453751;80
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;59;1.770852012;26.66666667
;;;;;;;;167;2.222716471;73.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;34;1.531478917;6.666666667
;;;;;;;;30;1.477121255;46.66666667
;;;;;;;;74;1.86923172;73.33333333
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;166;2.220108088;73.33333333
;;;;;;;;33;1.51851394;33.33333333
;;;;;;;;13;1.113943352;33.33333333
;;;;;;;;716;2.854913022;100
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;105;2.021189299;53.33333333
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;56;1.748188027;80
;;;;;;;;110;2.041392685;86.66666667
;;;;;;;;40;1.602059991;13.33333333
;;;;;;;;26;1.414973348;20
;;;;;;;;144;2.158362492;86.66666667
;;;;;;;;50;1.698970004;66.66666667
;;;;;;;;66;1.819543936;60
;;;;;;;;13;1.113943352;20
;;;;;;;;24;1.380211242;13.33333333
;;;;;;;;5;0.698970004;13.33333333
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;106;2.025305865;93.33333333
;;;;;;;;9;0.954242509;33.33333333
;;;;;;;;29;1.462397998;6.666666667
;;;;;;;;84;1.924279286;86.66666667
;;;;;;;;33;1.51851394;60
;;;;;;;;5955;3.774881766;93.33333333
;;;;;;;;1224;3.087781418;100
;;;;;;;;560;2.748188027;66.66666667
;;;;;;;;162;2.209515015;26.66666667
;;;;;;;;30;1.477121255;53.33333333
;;;;;;;;812;2.909556029;93.33333333
;;;;;;;;57;1.755874856;86.66666667
;;;;;;;;279;2.445604203;60
;;;;;;;;5;0.698970004;20
;;;;;;;;1;0;6.666666667
;;;;;;;;57;1.755874856;100
;;;;;;;;4;0.602059991;20
;;;;;;;;10;1;6.666666667
;;;;;;;;10;1;20
;;;;;;;;55;1.740362689;66.66666667
;;;;;;;;27;1.431363764;40
;;;;;;;;24;1.380211242;6.666666667
;;;;;;;;8;0.903089987;26.66666667
;;;;;;;;410;2.612783857;80
;;;;;;;;7550;3.877946952;100
;;;;;;;;815;2.911157609;100
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;122;2.086359831;86.66666667
;;;;;;;;627;2.797267541;100
;;;;;;;;5307;3.724849088;100
;;;;;;;;21;1.322219295;46.66666667
;;;;;;;;228;2.357934847;93.33333333
;;;;;;;;233;2.367355921;93.33333333
;;;;;;;;297;2.472756449;93.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;16;1.204119983;33.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;10;1;26.66666667
;;;;;;;;2120;3.326335861;93.33333333
;;;;;;;;13;1.113943352;66.66666667
;;;;;;;;15;1.176091259;46.66666667
;;;;;;;;25;1.397940009;33.33333333
;;;;;;;;37;1.568201724;80
;;;;;;;;24;1.380211242;33.33333333
;;;;;;;;298;2.474216264;46.66666667
;;;;;;;;37;1.568201724;73.33333333
;;;;;;;;3;0.477121255;20
;;;;;;;;41;1.612783857;93.33333333
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;12;1.079181246;40
;;;;;;;;145;2.161368002;80
;;;;;;;;178;2.250420002;80
;;;;;;;;29;1.462397998;60
;;;;;;;;95;1.977723605;86.66666667
;;;;;;;;100;2;73.33333333
;;;;;;;;4777;3.679155241;100
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;464;2.666517981;100
;;;;;;;;186;2.269512944;26.66666667
;;;;;;;;1337;3.126131407;100
;;;;;;;;18;1.255272505;66.66666667
;;;;;;;;13;1.113943352;40
;;;;;;;;14;1.146128036;20
;;;;;;;;52;1.716003344;80
;;;;;;;;8246;3.91624333;100
;;;;;;;;49;1.69019608;80
;;;;;;;;15;1.176091259;20
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;68;1.832508913;73.33333333
;;;;;;;;1316;3.119255889;93.33333333
;;;;;;;;299;2.475671188;86.66666667
;;;;;;;;259;2.413299764;33.33333333
;;;;;;;;562;2.749736316;93.33333333
;;;;;;;;33;1.51851394;20
;;;;;;;;16;1.204119983;46.66666667
;;;;;;;;110;2.041392685;33.33333333
;;;;;;;;7;0.84509804;26.66666667
;;;;;;;;3401;3.531606632;80
;;;;;;;;45;1.653212514;13.33333333
;;;;;;;;76;1.880813592;40
;;;;;;;;23;1.361727836;60
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;57;1.755874856;86.66666667
;;;;;;;;36;1.556302501;66.66666667
;;;;;;;;468;2.670245853;93.33333333
;;;;;;;;25;1.397940009;80
;;;;;;;;11;1.041392685;20
;;;;;;;;434;2.63748973;93.33333333
;;;;;;;;51;1.707570176;46.66666667
;;;;;;;;74;1.86923172;80
;;;;;;;;2669;3.426348574;100
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;3110;3.492760389;100
;;;;;;;;2;0.301029996;13.33333333
;;;;;;;;197;2.294466226;73.33333333
;;;;;;;;54;1.73239376;60
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;41;1.612783857;33.33333333
;;;;;;;;74;1.86923172;86.66666667
;;;;;;;;29;1.462397998;80
;;;;;;;;25;1.397940009;33.33333333
;;;;;;;;51;1.707570176;13.33333333
;;;;;;;;46;1.662757832;20
;;;;;;;;107;2.029383778;20
;;;;;;;;24;1.380211242;20
;;;;;;;;13;1.113943352;46.66666667
;;;;;;;;925;2.966141733;93.33333333
;;;;;;;;2958;3.47099817;93.33333333
;;;;;;;;8;0.903089987;33.33333333
;;;;;;;;4;0.602059991;13.33333333
;;;;;;;;1302;3.114610984;100
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;122;2.086359831;100
;;;;;;;;152;2.181843588;6.666666667
;;;;;;;;39;1.591064607;73.33333333
;;;;;;;;154;2.187520721;86.66666667
;;;;;;;;28;1.447158031;6.666666667
;;;;;;;;92;1.963787827;80
;;;;;;;;10;1;6.666666667
;;;;;;;;21918;4.340800923;100
;;;;;;;;1192;3.076276255;93.33333333
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;25;1.397940009;6.666666667
;;;;;;;;12;1.079181246;40
;;;;;;;;316;2.499687083;13.33333333
;;;;;;;;57;1.755874856;26.66666667
;;;;;;;;39;1.591064607;6.666666667
;;;;;;;;32;1.505149978;66.66666667
;;;;;;;;10;1;6.666666667
;;;;;;;;57;1.755874856;93.33333333
;;;;;;;;92;1.963787827;6.666666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;18;1.255272505;13.33333333
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;71;1.851258349;26.66666667
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;68;1.832508913;13.33333333
;;;;;;;;10;1;6.666666667
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;13;1.113943352;13.33333333
;;;;;;;;49;1.69019608;13.33333333
;;;;;;;;39;1.591064607;6.666666667
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;23;1.361727836;13.33333333
;;;;;;;;51;1.707570176;33.33333333
;;;;;;;;24;1.380211242;6.666666667
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;35;1.544068044;6.666666667
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;85;1.929418926;6.666666667
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;21;1.322219295;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;47;1.672097858;20
;;;;;;;;35;1.544068044;13.33333333
;;;;;;;;30;1.477121255;13.33333333
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;25;1.397940009;13.33333333
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;39;1.591064607;6.666666667
;;;;;;;;40;1.602059991;13.33333333
;;;;;;;;73;1.86332286;20
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;146;2.164352856;20
;;;;;;;;117;2.068185862;20
;;;;;;;;29;1.462397998;20
;;;;;;;;10;1;6.666666667
;;;;;;;;30;1.477121255;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;20;1.301029996;20
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;95;1.977723605;13.33333333
;;;;;;;;24;1.380211242;13.33333333
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;2;0.301029996;6.666666667
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;18;1.255272505;26.66666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;52;1.716003344;6.666666667
;;;;;;;;49;1.69019608;13.33333333
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;20;1.301029996;20
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;91;1.959041392;6.666666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;30;1.477121255;13.33333333
;;;;;;;;57;1.755874856;6.666666667
;;;;;;;;37;1.568201724;20
;;;;;;;;26;1.414973348;6.666666667
;;;;;;;;10;1;6.666666667
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;64;1.806179974;20
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;44;1.643452676;13.33333333
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;17;1.230448921;20
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;24;1.380211242;20
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;15;1.176091259;26.66666667
;;;;;;;;11;1.041392685;33.33333333
;;;;;;;;6;0.77815125;6.666666667
;;;;;;;;7;0.84509804;33.33333333
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;39;1.591064607;53.33333333
;;;;;;;;20;1.301029996;20
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;20;1.301029996;6.666666667
;;;;;;;;32;1.505149978;6.666666667
;;;;;;;;23;1.361727836;6.666666667
;;;;;;;;3031;3.481585936;93.33333333
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;24;1.380211242;6.666666667
;;;;;;;;53;1.72427587;6.666666667
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;13;1.113943352;40
;;;;;;;;43;1.633468456;6.666666667
;;;;;;;;50;1.698970004;20
;;;;;;;;23;1.361727836;6.666666667
;;;;;;;;9;0.954242509;20
;;;;;;;;19;1.278753601;6.666666667
;;;;;;;;117;2.068185862;93.33333333
;;;;;;;;196;2.292256071;33.33333333
;;;;;;;;21;1.322219295;33.33333333
;;;;;;;;36;1.556302501;20
;;;;;;;;10;1;6.666666667
;;;;;;;;10;1;6.666666667
;;;;;;;;15;1.176091259;13.33333333
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;79;1.897627091;46.66666667
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;20;1.301029996;13.33333333
;;;;;;;;230;2.361727836;66.66666667
;;;;;;;;10;1;6.666666667
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;77;1.886490725;6.666666667
;;;;;;;;10;1;6.666666667
;;;;;;;;135;2.130333768;33.33333333
;;;;;;;;49;1.69019608;6.666666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;14;1.146128036;20
;;;;;;;;3567;3.552303109;73.33333333
;;;;;;;;133;2.123851641;60
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;10;1;20
;;;;;;;;32;1.505149978;6.666666667
;;;;;;;;79;1.897627091;6.666666667
;;;;;;;;41;1.612783857;6.666666667
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;45;1.653212514;6.666666667
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;23;1.361727836;20
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;182;2.260071388;93.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;163;2.212187604;46.66666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;279;2.445604203;20
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;11;1.041392685;13.33333333
;;;;;;;;59;1.770852012;73.33333333
;;;;;;;;54;1.73239376;20
;;;;;;;;21;1.322219295;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;39;1.591064607;13.33333333
;;;;;;;;19;1.278753601;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;131;2.117271296;73.33333333
;;;;;;;;28;1.447158031;6.666666667
;;;;;;;;8;0.903089987;6.666666667
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;90;1.954242509;13.33333333
;;;;;;;;23;1.361727836;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;13;1.113943352;20
;;;;;;;;74;1.86923172;20
;;;;;;;;25;1.397940009;13.33333333
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;14;1.146128036;13.33333333
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;55;1.740362689;73.33333333
;;;;;;;;10;1;6.666666667
;;;;;;;;15;1.176091259;33.33333333
;;;;;;;;25;1.397940009;6.666666667
;;;;;;;;1336;3.125806458;93.33333333
;;;;;;;;130;2.113943352;26.66666667
;;;;;;;;38;1.579783597;20
;;;;;;;;10;1;6.666666667
;;;;;;;;23;1.361727836;40
;;;;;;;;47;1.672097858;13.33333333
;;;;;;;;244;2.387389826;20
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;40;1.602059991;6.666666667
;;;;;;;;33;1.51851394;20
;;;;;;;;52;1.716003344;13.33333333
;;;;;;;;55;1.740362689;13.33333333
;;;;;;;;42;1.62324929;40
;;;;;;;;26;1.414973348;6.666666667
;;;;;;;;23;1.361727836;6.666666667
;;;;;;;;14;1.146128036;20
;;;;;;;;10;1;6.666666667
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;32;1.505149978;13.33333333
;;;;;;;;5;0.698970004;20
;;;;;;;;492;2.691965103;86.66666667
;;;;;;;;186;2.269512944;20
;;;;;;;;21;1.322219295;6.666666667
;;;;;;;;19;1.278753601;33.33333333
;;;;;;;;37;1.568201724;6.666666667
;;;;;;;;26;1.414973348;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;22;1.342422681;6.666666667
;;;;;;;;13;1.113943352;13.33333333
;;;;;;;;10;1;13.33333333
;;;;;;;;205;2.311753861;60
;;;;;;;;18;1.255272505;6.666666667
;;;;;;;;733;2.865103975;100
;;;;;;;;45;1.653212514;13.33333333
;;;;;;;;30;1.477121255;40
;;;;;;;;7;0.84509804;6.666666667
;;;;;;;;641;2.80685803;73.33333333
;;;;;;;;59;1.770852012;46.66666667
;;;;;;;;10;1;6.666666667
;;;;;;;;50;1.698970004;13.33333333
;;;;;;;;16;1.204119983;13.33333333
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;45;1.653212514;6.666666667
;;;;;;;;21;1.322219295;46.66666667
;;;;;;;;70;1.84509804;20
;;;;;;;;18;1.255272505;20
;;;;;;;;40;1.602059991;6.666666667
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;27;1.431363764;33.33333333
;;;;;;;;42;1.62324929;6.666666667
;;;;;;;;32;1.505149978;6.666666667
;;;;;;;;12;1.079181246;6.666666667
;;;;;;;;12;1.079181246;13.33333333
;;;;;;;;28;1.447158031;26.66666667
;;;;;;;;3;0.477121255;13.33333333
;;;;;;;;21;1.322219295;13.33333333
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;59;1.770852012;20
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;34;1.531478917;6.666666667
;;;;;;;;28;1.447158031;13.33333333
;;;;;;;;26;1.414973348;6.666666667
;;;;;;;;18;1.255272505;6.666666667
;;;;;;;;27;1.431363764;6.666666667
;;;;;;;;27;1.431363764;46.66666667
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;34;1.531478917;13.33333333
;;;;;;;;31;1.491361694;46.66666667
;;;;;;;;15;1.176091259;20
;;;;;;;;34;1.531478917;13.33333333
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;139;2.1430148;93.33333333
;;;;;;;;73;1.86332286;13.33333333
;;;;;;;;27;1.431363764;40
;;;;;;;;103;2.012837225;60
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;14;1.146128036;6.666666667
;;;;;;;;9;0.954242509;13.33333333
;;;;;;;;21;1.322219295;33.33333333
;;;;;;;;11;1.041392685;6.666666667
;;;;;;;;108;2.033423755;6.666666667
;;;;;;;;108;2.033423755;46.66666667
;;;;;;;;13;1.113943352;6.666666667
;;;;;;;;15;1.176091259;6.666666667
;;;;;;;;17;1.230448921;6.666666667
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;9;0.954242509;6.666666667
;;;;;;;;26;1.414973348;13.33333333
;;;;;;;;21;1.322219295;33.33333333
;;;;;;;;145;2.161368002;46.66666667
;;;;;;;;115;2.06069784;60
;;;;;;;;10;1;13.33333333
;;;;;;;;17;1.230448921;46.66666667
;;;;;;;;140;2.146128036;13.33333333
;;;;;;;;16;1.204119983;6.666666667
;;;;;;;;13;1.113943352;26.66666667
;;;;;;;;29;1.462397998;53.33333333
;;;;;;;;14;1.146128036;26.66666667
