OTU,C.Tu_pH11,C.Td_pH11,C.Tu_Na,C.Td_Na,C.Tu_HS,C.Td_HS,C.Tu_Ox2,C.Td_Ox2,C.Tu_A2,C.Td_A2,C.Tu_US,C.Td_US,C.Tu_pH2,C.Td_pH2,C.Tu_Fun2,C.Td_Fun2,C.Tu_Pro,C.Td_Pro,C.Tu_UV,C.Td_UV,C.Tu_FT,C.Td_FT,C.Tu_A3,C.Td_A3,C.Tu_A1,C.Td_A1,C.Tu_Ox1,C.Td_Ox1,C.Tu_Fun1,C.Td_Fun1,C.Tu_F1,C.Td_F1,C.Tu_F3,C.Td_F3,C.Tu_F2,C.Td_F2,T.TTu_A1,T.TTd_A1,TT.CTu_A1,TT.CTd_A1,CC.CTu_A1,CC.CTd_A1,CC.TTu_A1,CC.TTd_A1,T.TTu_A3,T.TTd_A3,TT.CTu_A3,TT.CTd_A3,CC.CTu_A3,CC.CTd_A3,CC.TTu_A3,CC.TTd_A3,T.TTu_F3,T.TTd_F3,TT.CTu_F3,TT.CTd_F3,CC.CTu_F3,CC.CTd_F3,CC.TTu_F3,CC.TTd_F3,T.TTu_Fun1,T.TTd_Fun1,TT.CTu_Fun1,TT.CTd_Fun1,CC.CTu_Fun1,CC.CTd_Fun1,CC.TTu_Fun1,CC.TTd_Fun1,T.TTu_HS,T.TTd_HS,TT.CTu_HS,TT.CTd_HS,CC.CTu_HS,CC.CTd_HS,CC.TTu_HS,CC.TTd_HS,T.TTu_Ox1,T.TTd_Ox1,TT.CTu_Ox1,TT.CTd_Ox1,CC.CTu_Ox1,CC.CTd_Ox1,CC.TTu_Ox1,CC.TTd_Ox1,T.TTu_pH11,T.TTd_pH11,TT.CTu_pH11,TT.CTd_pH11,CC.CTu_pH11,CC.CTd_pH11,CC.TTu_pH11,CC.TTd_pH11,T.TTu_pH2,T.TTd_pH2,TT.CTu_pH2,TT.CTd_pH2,CC.CTu_pH2,CC.CTd_pH2,CC.TTu_pH2,CC.TTd_pH2,T.TTu_Pro,T.TTd_Pro,TT.CTu_Pro,TT.CTd_Pro,CC.CTu_Pro,CC.CTd_Pro,CC.TTu_Pro,CC.TTd_Pro,T.TTu_UV,T.TTd_UV,TT.CTu_UV,TT.CTd_UV,CC.CTu_UV,CC.CTd_UV,CC.TTu_UV,CC.TTd_UV,C.CCu,C.CCd,A1_A3.A1_A1_u,A1_A3.A1_A1_d,A1_A3.A3_A3_u,A1_A3.A3_A3_d,A1_HS.A1_A1_u,A1_HS.A1_A1_d,A1_HS.HS_HS_u,A1_HS.HS_HS_d,A3_HS.A3_A3_u,A3_HS.A3_A3_d,A3_HS.HS_HS_u,A3_HS.HS_HS_d,ASV total abundance,ASV total abundance (log10),Prevalence,Kingdom,Domain,Phylum,Class,Order,Family,Genus,Species
OTU-129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2850,3.45484486,45.4965358,k__Eukaryota,d__Alveolata,p__Apicomplexa,c__Apicomplexa_X,o__Gregarines,f__Gregarines_X,g__Gregarines_XX,s__Gregarines_XX_sp.
OTU-478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,2.960946196,24.94226328,k__Eukaryota,d__Alveolata,p__Apicomplexa,c__Apicomplexa_X,o__Colpodellidae,f__Colpodellidae_X,g__Colpodellidae_XX,s__Colpodellidae_XX_sp.
OTU-576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,3.090610708,47.34411085,k__Eukaryota,d__Apusozoa,p__Apusomonadidae,c__Apusomonadidae_Group-1,o__Apusomonadidae_Group-1_X,f__Apusomonadidae_Group-1_XX,g__Apusomonas,s__Apusomonas_proboscidea
OTU-171906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2784,3.444669231,12.47113164,k__Eukaryota,d__Hacrobia,p__Centroheliozoa,c__Centroheliozoa_X,o__Centroheliozoa_XX,f__Centroheliozoa_XXX,g__Centroheliozoa_XXXX,s__Centroheliozoa_XXXX_sp.
OTU-627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1268,3.103119254,16.16628176,k__Eukaryota,d__Hacrobia,p__Centroheliozoa,c__Centroheliozoa_X,o__Centroheliozoa_XX,f__Centroheliozoa_XXX,g__Centroheliozoa_XXXX,s__Centroheliozoa_XXXX_sp.
OTU-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51423,4.71115741,80.13856813,k__Eukaryota,d__Hacrobia,p__Centroheliozoa,c__Centroheliozoa_X,o__Centroheliozoa_XX,f__Centroheliozoa_XXX,g__Centroheliozoa_XXXX,s__Centroheliozoa_XXXX_sp.
OTU-162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,3.416806872,35.56581986,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphida_X,g__Euglyphida_XX,s__Euglyphida_XX_sp.
OTU-127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3598,3.556061159,16.16628176,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allapsidae_X,s__Allapsidae_X_sp.
OTU-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90826,4.958210188,16.8591224,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Euglyphida_X,g__Euglyphida_XX,s__Euglyphida_XX_sp.
OTU-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106005,5.02532635,97.69053118,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.
OTU-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61589,4.789503153,90.53117783,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allapsidae_X,s__Allapsidae_X_sp.
OTU-174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619,3.418135498,42.26327945,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Cercozoa_X,o__Cercozoa_XX,f__Cercozoa_XXX,g__Cercozoa_XXXX,s__Cercozoa_XXXX_sp.
OTU-305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,2.968482949,17.32101617,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Imbricatea,o__Euglyphida,f__Trinematidae,g__Trinema,s__Trinema_lineare
OTU-153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3407,3.532372134,44.80369515,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_ramosa
OTU-194725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41892,4.622131095,25.86605081,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Sandonidae_X,s__Sandonidae_X_sp.
OTU-163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7109,3.851808514,68.12933025,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_sp.
OTU-62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9041,3.956216469,9.006928406,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Cercomonadida,f__Cercomonadidae,g__Eocercomonas,s__Eocercomonas_echina
OTU-264492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,2.303196057,5.311778291,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Group-Te,s__Group_Te_sp.
OTU-195886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,2.862727528,18.01385681,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allapsidae_X,s__Allapsidae_X_sp.
OTU-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,65713,4.817651295,73.90300231,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allapsidae_X,s__Allapsidae_X_sp.
OTU-147014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,265,2.423245874,2.540415704,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Group-Te,s__Group-Te_sp.
OTU-545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,2.868056362,17.55196305,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allapsidae_X,s__Allapsidae_X_sp.
OTU-903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,3.046495164,29.09930716,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Glissomonadida_X,g__Glissomonadida_XX,s__Glissomonadida_XX_sp.
OTU-507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2276,3.357172258,39.72286374,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Granofilosea,o__Limnofilida,f__Limnofilidae,g__Limnofilidae_X,s__Limnofilidae_X_sp.
OTU-151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3347,3.524655712,40.41570439,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Allapsidae,g__Allapsidae_X,s__Allapsidae_X_sp.
OTU-56240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,3.533263517,14.54965358,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Novel-clade-10-12,o__Tremulida,f__Tremulidae,g__Tremula,s__Tremula_longifila
OTU-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16453,4.216245098,82.44803695,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Granofilosea,o__Limnofilida,f__Limnofilidae,g__Limnofilidae_X,s__Limnofilidae_X_sp.
OTU-109137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3017,3.47957531,73.21016166,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Capsellina,s__Capsellina_sp.
OTU-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67714,4.830678469,86.83602771,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Sarcomonadea,o__Glissomonadida,f__Sandonidae,g__Neoheteromita,s__Neoheteromita_sp.
OTU-12358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,2.568201724,7.159353349,k__Eukaryota,d__Rhizaria,p__Cercozoa,c__Filosa-Thecofilosea,o__Cryomonadida,f__Rhogostoma-lineage,g__Rhogostoma-lineage_X,s__Rhogostoma-lineage_X_sp.
