"""OTU"",""all"",""t0"",""micro"",""susp"",""all_fltr"",""fltr_t0"",""fltr_micro"",""fltr_susp"",""micro_fltr"",""susp_fltr"",""ASV total abundance"",""ASV total abundance (log10)"",""Prevalence"",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"OTU-541,1,1,1,1,0,0,0,0,0,0,73,1.86332286012046,34.9315068493151,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-59433,1,1,1,1,1,1,1,1,1,0,210,2.32221929473392,49.3150684931507,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-78,1,1,1,1,1,1,1,1,1,0,2549,3.40636983546927,87.6712328767123,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-12624,1,1,1,0,0,0,0,0,0,0,124,2.09342168516224,43.1506849315069,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-2205,1,1,1,1,0,0,0,0,0,0,155,2.19033169817029,56.8493150684932,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-3374,1,1,1,1,0,0,0,0,0,0,89,1.94939000664491,38.3561643835616,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-26902,1,1,1,1,0,0,0,0,0,0,35,1.54406804435028,17.8082191780822,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-30251,1,1,1,1,0,0,0,0,0,0,55,1.74036268949424,10.2739726027397,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-1660,1,1,1,1,0,0,0,0,0,0,399,2.60097289568675,71.9178082191781,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Flavobacteriaceae"",""g__Flavobacterium"",""s__"""
"OTU-706,1,1,1,1,1,1,1,1,1,0,139,2.14301480025409,27.3972602739726,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__[Weeksellaceae]"",""g__"",""s__"""
"OTU-47905,1,0,1,1,1,0,1,1,0,1,11440,4.05842602445701,23.972602739726,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__[Weeksellaceae]"",""g__Chryseobacterium"",""s__"""
"OTU-48140,1,0,0,1,0,0,0,0,0,0,51,1.70757017609794,6.16438356164384,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__[Weeksellaceae]"",""g__Chryseobacterium"",""s__"""
"OTU-48021,1,0,0,1,1,0,0,1,0,1,580,2.76342799356294,6.84931506849315,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__[Weeksellaceae]"",""g__Chryseobacterium"",""s__"""
"OTU-48033,1,0,0,1,0,0,0,0,0,0,49,1.69019608002851,3.42465753424658,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__[Weeksellaceae]"",""g__Chryseobacterium"",""s__"""
"OTU-1302,1,0,1,0,0,0,0,0,0,0,130,2.11394335230684,30.8219178082192,""k__Bacteria"",""p__Bacteroidetes"",""c__VC2_1_Bac22"",""o__"",""f__"",""g__"",""s__"""
"OTU-2540,1,1,1,1,0,0,0,0,0,0,18,1.25527250510331,8.9041095890411,""k__Bacteria"",""p__Bacteroidetes"",""c__Bacteroidia"",""o__Bacteroidales"",""f__"",""g__"",""s__"""
"OTU-3529,1,1,1,1,0,0,0,0,0,0,56,1.7481880270062,28.7671232876712,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-8066,1,1,1,1,0,0,0,0,0,0,55,1.74036268949424,24.6575342465753,""k__Bacteria"",""p__Bacteroidetes"",""c__VC2_1_Bac22"",""o__"",""f__"",""g__"",""s__"""
"OTU-28175,1,1,1,1,0,0,0,0,0,0,25,1.39794000867204,8.21917808219178,""k__Bacteria"",""p__Bacteroidetes"",""c__Bacteroidia"",""o__Bacteroidales"",""f__"",""g__"",""s__"""
"OTU-538,1,1,1,0,0,0,0,0,0,0,303,2.4814426285023,71.2328767123288,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-185,1,1,1,1,1,1,1,1,1,0,8104,3.90869943235222,86.3013698630137,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-597,1,1,1,1,0,0,0,0,0,0,447,2.65030752313194,84.9315068493151,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-12145,1,1,1,1,0,0,0,0,0,0,97,1.98677173426624,21.9178082191781,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-50933,1,1,1,0,0,0,0,0,0,0,31,1.49136169383427,17.8082191780822,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-337,1,1,1,0,0,0,0,0,0,0,13,1.11394335230684,6.16438356164384,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-571,1,1,1,1,1,1,1,1,1,0,264,2.42160392686983,58.9041095890411,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Pedobacter"",""s__xinjiangensis"""
"OTU-38150,1,1,1,1,0,0,0,0,0,0,29,1.46239799789896,11.6438356164384,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-19991,1,0,1,0,1,0,1,0,1,0,100,2,21.9178082191781,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-2497,1,1,1,1,0,0,0,0,0,0,267,2.42651126136458,69.1780821917808,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-5140,1,1,1,1,0,0,0,0,0,0,492,2.69196510276736,84.2465753424658,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-21570,1,0,1,0,0,0,0,0,0,0,37,1.56820172406699,19.1780821917808,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-8353,1,1,1,1,1,1,1,1,1,0,1237,3.09236969962912,90.4109589041096,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-47005,1,1,1,1,0,0,0,0,0,0,1320,3.12057393120585,91.7808219178082,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-106,1,1,1,1,1,1,1,1,1,0,3299,3.51838231554534,91.0958904109589,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-10331,1,1,1,1,0,0,0,0,0,0,612,2.78675142214556,86.3013698630137,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-56588,1,0,1,0,0,0,0,0,0,0,37,1.56820172406699,19.8630136986301,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Pedobacter"",""s__"""
"OTU-8839,1,1,1,1,0,0,0,0,0,0,430,2.63346845557959,77.3972602739726,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Pedobacter"",""s__"""
"OTU-10607,1,0,1,0,0,0,0,0,0,0,239,2.37839790094814,59.5890410958904,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Pedobacter"",""s__"""
"OTU-124,1,1,1,1,1,1,1,1,1,0,4558,3.65877432084436,91.7808219178082,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Pedobacter"",""s__"""
"OTU-9681,1,0,1,1,1,0,1,1,1,0,225,2.35218251811136,42.4657534246575,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Pedobacter"",""s__"""
"OTU-16469,1,1,1,0,0,0,0,0,0,0,111,2.04532297878666,45.2054794520548,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Pedobacter"",""s__"""
"OTU-3302,1,0,1,0,0,0,0,0,0,0,60,1.77815125038364,17.8082191780822,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__"",""s__"""
"OTU-1158,1,1,1,1,0,0,0,0,0,0,351,2.54530711646582,21.2328767123288,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__"""
"OTU-47468,1,0,0,1,1,0,0,1,0,1,154,2.18752072083646,4.10958904109589,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__multivorum"""
"OTU-494,1,0,1,1,1,0,1,1,0,1,5024,3.70104963072914,36.986301369863,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__multivorum"""
"OTU-47478,1,0,0,1,0,0,0,0,0,0,145,2.16136800223497,6.16438356164384,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__multivorum"""
"OTU-514,1,0,1,1,1,0,1,1,0,1,848,2.92839585225671,10.958904109589,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__multivorum"""
"OTU-48108,1,0,0,1,1,0,0,1,0,1,371,2.56937390961505,8.21917808219178,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__faecium"""
"OTU-48013,1,0,0,1,0,0,0,0,0,0,125,2.09691001300806,4.79452054794521,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__faecium"""
"OTU-47662,1,0,0,1,0,0,0,0,0,0,31,1.49136169383427,4.10958904109589,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__faecium"""
"OTU-48054,1,0,0,1,0,0,0,0,0,0,79,1.89762709129044,3.42465753424658,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__faecium"""
"OTU-47638,1,0,0,1,0,0,0,0,0,0,107,2.02938377768521,5.47945205479452,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__multivorum"""
"OTU-48096,1,0,0,1,0,0,0,0,0,0,117,2.06818586174616,4.10958904109589,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__faecium"""
"OTU-48072,1,0,0,1,0,0,0,0,0,0,70,1.84509804001426,4.10958904109589,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__faecium"""
"OTU-120,1,1,1,1,1,1,1,1,0,1,33800,4.52891670027766,67.1232876712329,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__Sphingobacteriaceae"",""g__Sphingobacterium"",""s__faecium"""
"OTU-4196,1,0,1,0,0,0,0,0,0,0,10,1,2.73972602739726,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-1747,1,1,1,1,0,0,0,0,0,0,137,2.13672056715641,49.3150684931507,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-5201,1,1,1,1,0,0,0,0,0,0,26,1.41497334797082,15.0684931506849,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-2763,1,0,1,0,0,0,0,0,0,0,81,1.90848501887865,40.4109589041096,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-1054,1,0,1,0,0,0,0,0,0,0,571,2.75663610824585,80.1369863013699,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-27009,1,1,0,1,0,0,0,0,0,0,62,1.79239168949825,8.9041095890411,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-28978,1,1,0,1,0,0,0,0,0,0,53,1.72427586960079,8.21917808219178,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-30522,1,1,0,1,0,0,0,0,0,0,13,1.11394335230684,4.79452054794521,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-17767,1,1,1,1,0,0,0,0,0,0,19,1.27875360095283,8.9041095890411,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-856,1,1,1,1,0,0,0,0,0,0,168,2.22530928172586,53.4246575342466,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-4897,1,1,1,1,0,0,0,0,0,0,66,1.81954393554187,28.7671232876712,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-18329,1,1,1,1,0,0,0,0,0,0,16,1.20411998265592,6.16438356164384,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-26932,1,1,0,1,0,0,0,0,0,0,22,1.34242268082221,7.53424657534247,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-26858,1,1,1,1,0,0,0,0,0,0,67,1.82607480270083,11.6438356164384,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-4774,1,1,1,1,0,0,0,0,0,0,43,1.63346845557959,10.2739726027397,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-27042,1,1,0,0,0,0,0,0,0,0,5,0.698970004336019,2.73972602739726,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-409,1,1,1,1,0,0,0,0,0,0,91,1.95904139232109,36.986301369863,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-29136,1,1,1,1,0,0,0,0,0,0,57,1.75587485567249,13.6986301369863,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-38102,1,1,1,1,0,0,0,0,0,0,61,1.78532983501077,9.58904109589041,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-16397,1,1,1,1,0,0,0,0,0,0,63,1.79934054945358,13.013698630137,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-34701,1,1,1,1,0,0,0,0,0,0,87,1.93951925261862,25.3424657534247,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-23690,1,1,1,1,0,0,0,0,0,0,54,1.73239375982297,10.2739726027397,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-27345,1,1,0,1,0,0,0,0,0,0,15,1.17609125905568,5.47945205479452,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-31741,1,1,0,1,0,0,0,0,0,0,11,1.04139268515823,3.42465753424658,""k__Bacteria"",""p__Bacteroidetes"",""c__Sphingobacteriia"",""o__Sphingobacteriales"",""f__"",""g__"",""s__"""
"OTU-5319,1,1,1,0,0,0,0,0,0,0,12,1.07918124604762,7.53424657534247,""k__Bacteria"",""p__Bacteroidetes"",NA,NA,NA,NA,NA"
"OTU-5582,1,0,1,0,0,0,0,0,0,0,13,1.11394335230684,7.53424657534247,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Cryomorphaceae"",""g__Fluviicola"",""s__"""
"OTU-3610,1,0,1,0,0,0,0,0,0,0,575,2.75966784468963,74.6575342465753,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Cryomorphaceae"",""g__Fluviicola"",""s__"""
"OTU-753,1,0,1,0,0,0,0,0,0,0,301,2.47856649559384,65.7534246575342,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Cryomorphaceae"",""g__Fluviicola"",""s__"""
"OTU-27635,1,1,0,0,0,0,0,0,0,0,12,1.07918124604762,3.42465753424658,""k__Bacteria"",""p__Bacteroidetes"",""c__Flavobacteriia"",""o__Flavobacteriales"",""f__Cryomorphaceae"",""g__Crocinitomix"",""s__"""
"OTU-6107,1,1,1,1,0,0,0,0,0,0,64,1.80617997398389,30.1369863013699,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-22175,1,1,1,1,0,0,0,0,0,0,17,1.23044892137827,5.47945205479452,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-1490,1,1,1,1,0,0,0,0,0,0,128,2.10720996964787,47.2602739726027,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",NA,NA"
"OTU-23129,1,1,1,1,0,0,0,0,0,0,122,2.08635983067475,47.945205479452,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-29716,1,1,1,1,0,0,0,0,0,0,34,1.53147891704226,21.2328767123288,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-585,1,1,1,1,1,1,1,1,1,1,1587,3.20057692675485,90.4109589041096,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-21817,1,1,1,1,0,0,0,0,0,0,75,1.8750612633917,31.5068493150685,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-108,1,1,1,1,1,1,1,1,1,0,1643,3.21563756343506,91.7808219178082,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-62528,1,1,1,1,0,0,0,0,0,0,427,2.63042787502502,83.5616438356164,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-4024,1,1,1,1,0,0,0,0,0,0,138,2.13987908640124,28.0821917808219,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-39563,1,1,1,1,0,0,0,0,0,0,140,2.14612803567824,17.8082191780822,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Saprospiraceae"",""g__"",""s__"""
"OTU-1821,1,1,1,1,0,0,0,0,0,0,66,1.81954393554187,32.8767123287671,""k__Bacteria"",""p__Bacteroidetes"",""c__At12OctB3"",""o__"",""f__"",""g__"",""s__"""
"OTU-355,1,1,1,1,0,0,0,0,0,0,54,1.73239375982297,26.7123287671233,""k__Bacteria"",""p__Bacteroidetes"",""c__At12OctB3"",""o__"",""f__"",""g__"",""s__"""
"OTU-18986,1,1,1,0,0,0,0,0,0,0,12,1.07918124604762,7.53424657534247,""k__Bacteria"",""p__Bacteroidetes"",""c__At12OctB3"",""o__"",""f__"",""g__"",""s__"""
"OTU-944,1,0,1,0,0,0,0,0,0,0,85,1.92941892571429,39.041095890411,""k__Bacteria"",""p__Bacteroidetes"",""c__At12OctB3"",""o__"",""f__"",""g__"",""s__"""
"OTU-10887,1,1,1,1,0,0,0,0,0,0,17,1.23044892137827,8.9041095890411,""k__Bacteria"",""p__Bacteroidetes"",""c__At12OctB3"",""o__"",""f__"",""g__"",""s__"""
"OTU-3852,1,1,1,1,0,0,0,0,0,0,100,2,45.8904109589041,""k__Bacteria"",""p__Bacteroidetes"",""c__At12OctB3"",""o__"",""f__"",""g__"",""s__"""
"OTU-3217,1,1,1,1,0,0,0,0,0,0,36,1.55630250076729,13.6986301369863,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-6034,1,1,1,0,0,0,0,0,0,0,44,1.64345267648619,24.6575342465753,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-14129,1,0,1,0,0,0,0,0,0,0,12,1.07918124604762,7.53424657534247,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-13056,1,0,1,0,0,0,0,0,0,0,180,2.25527250510331,57.5342465753425,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-551,1,0,1,0,0,0,0,0,0,0,119,2.07554696139253,39.041095890411,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-50498,1,1,1,0,0,0,0,0,0,0,238,2.37657695705651,52.0547945205479,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-3011,1,1,1,1,0,0,0,0,0,0,197,2.29446622616159,63.6986301369863,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-7059,1,1,1,1,0,0,0,0,0,0,89,1.94939000664491,40.4109589041096,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-218,1,1,1,0,0,0,0,0,0,0,109,2.03742649794062,45.2054794520548,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-16263,1,1,1,0,0,0,0,0,0,0,17,1.23044892137827,8.9041095890411,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-29624,1,1,1,1,0,0,0,0,0,0,12,1.07918124604762,6.84931506849315,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-467,1,1,1,1,0,0,0,0,0,0,525,2.72015930340596,77.3972602739726,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-274,1,1,1,1,0,0,0,0,0,0,204,2.3096301674259,63.6986301369863,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
"OTU-926,1,1,1,1,0,0,0,0,0,0,140,2.14612803567824,53.4246575342466,""k__Bacteria"",""p__Bacteroidetes"",""c__[Saprospirae]"",""o__[Saprospirales]"",""f__Chitinophagaceae"",""g__"",""s__"""
