"""OTU"",""all"",""t0"",""micro"",""susp"",""all_fltr"",""fltr_t0"",""fltr_micro"",""fltr_susp"",""micro_fltr"",""susp_fltr"",""ASV total abundance"",""ASV total abundance (log10)"",""Prevalence"",""Kingdom"",""Phylum"",""Class"",""Order"",""Family"",""Genus"",""Species"""
"OTU-431,1,1,1,1,0,0,0,0,0,0,15,1.17609125905568,6.84931506849315,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-1011,1,0,1,1,0,0,0,0,0,0,121,2.08278537031645,48.6301369863014,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-30963,1,1,0,1,0,0,0,0,0,0,10,1,4.79452054794521,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-1539,1,0,1,0,0,0,0,0,0,0,25,1.39794000867204,15.7534246575342,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-27888,1,1,1,0,0,0,0,0,0,0,10,1,4.79452054794521,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-29367,1,1,1,1,0,0,0,0,0,0,26,1.41497334797082,13.6986301369863,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-1482,1,1,1,0,0,0,0,0,0,0,68,1.83250891270624,36.3013698630137,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-18171,1,0,1,0,0,0,0,0,0,0,20,1.30102999566398,13.6986301369863,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-5142,1,1,1,0,0,0,0,0,0,0,43,1.63346845557959,21.9178082191781,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-2249,1,1,1,1,0,0,0,0,0,0,71,1.85125834871908,32.8767123287671,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-16217,1,0,1,0,0,0,0,0,0,0,15,1.17609125905568,8.9041095890411,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-1278,1,1,1,1,0,0,0,0,0,0,82,1.91381385238372,40.4109589041096,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-3857,1,1,1,1,0,0,0,0,0,0,48,1.68124123737559,23.972602739726,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-24209,1,1,1,1,0,0,0,0,0,0,18,1.25527250510331,9.58904109589041,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__WD2101"",""f__"",""g__"",""s__"""
"OTU-13492,1,1,1,0,0,0,0,0,0,0,11,1.04139268515823,6.16438356164384,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__Phycisphaerales"",""f__"",""g__"",""s__"""
"OTU-2089,1,0,1,0,0,0,0,0,0,0,10,1,6.84931506849315,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__Phycisphaerales"",""f__"",""g__"",""s__"""
"OTU-6918,1,0,1,1,0,0,0,0,0,0,12,1.07918124604762,7.53424657534247,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__Phycisphaerales"",""f__"",""g__"",""s__"""
"OTU-2851,1,0,1,1,0,0,0,0,0,0,18,1.25527250510331,11.6438356164384,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__Phycisphaerales"",""f__"",""g__"",""s__"""
"OTU-2748,1,0,1,0,0,0,0,0,0,0,32,1.50514997831991,17.1232876712329,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__Phycisphaerales"",""f__Phycisphaeraceae"",""g__"",""s__"""
"OTU-10841,1,0,1,0,0,0,0,0,0,0,25,1.39794000867204,15.7534246575342,""k__Bacteria"",""p__Planctomycetes"",""c__Phycisphaerae"",""o__Phycisphaerales"",""f__Phycisphaeraceae"",""g__"",""s__"""
"OTU-48460,1,0,0,1,0,0,0,0,0,0,12,1.07918124604762,0.684931506849315,""k__Archaea"",""p__Crenarchaeota"",""c__Thermoprotei"",NA,NA,NA,NA"
"OTU-1954,1,0,1,1,0,0,0,0,0,0,136,2.13353890837022,9.58904109589041,""k__Archaea"",NA,NA,NA,NA,NA,NA"
"OTU-403,1,1,1,1,0,0,0,0,0,0,62,1.79239168949825,14.3835616438356,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__JG37-AG-70"",""s__"""
"OTU-7066,1,1,1,1,0,0,0,0,0,0,32,1.50514997831991,10.2739726027397,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__"",""s__"""
"OTU-20489,1,1,1,1,1,1,1,1,0,0,398,2.59988307207369,23.972602739726,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__"",""s__"""
"OTU-27607,1,1,0,1,0,0,0,0,0,0,53,1.72427586960079,8.9041095890411,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__Nitrospira"",""s__"""
"OTU-27120,1,1,0,1,0,0,0,0,0,0,29,1.46239799789896,8.21917808219178,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__Nitrospira"",""s__"""
"OTU-19748,1,1,1,1,1,1,1,1,0,1,567,2.75358305889291,13.013698630137,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__Nitrospira"",""s__"""
"OTU-1743,1,1,1,1,1,1,1,1,0,0,574,2.75891189239797,71.9178082191781,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__Nitrospira"",""s__"""
"OTU-44270,1,1,1,1,0,0,0,0,0,0,128,2.10720996964787,31.5068493150685,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__Nitrospira"",""s__"""
"OTU-5638,1,1,1,1,1,1,1,1,0,1,411,2.61384182187607,28.0821917808219,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__Nitrospira"",""s__"""
"OTU-5519,1,1,1,1,0,0,0,0,0,0,169,2.22788670461367,31.5068493150685,""k__Bacteria"",""p__Nitrospirae"",""c__Nitrospira"",""o__Nitrospirales"",""f__Nitrospiraceae"",""g__Nitrospira"",""s__"""
"OTU-16054,1,1,1,1,0,0,0,0,0,0,47,1.67209785793572,10.2739726027397,""k__Bacteria"",""p__Proteobacteria"",""c__Deltaproteobacteria"",""o__[Entotheonellales]"",""f__[Entotheonellaceae]"",""g__"",""s__"""
"OTU-4767,1,1,1,0,0,0,0,0,0,0,15,1.17609125905568,8.9041095890411,""k__Bacteria"",""p__Fibrobacteres"",""c__Fibrobacteria"",""o__258ds10"",""f__"",""g__"",""s__"""
"OTU-11730,1,1,1,1,1,1,1,1,0,0,70,1.84509804001426,6.16438356164384,""k__Bacteria"",""p__Fibrobacteres"",""c__Fibrobacteria"",""o__258ds10"",""f__"",""g__"",""s__"""
"OTU-16086,1,1,1,1,0,0,0,0,0,0,71,1.85125834871908,17.1232876712329,""k__Bacteria"",""p__Fibrobacteres"",""c__Fibrobacteria"",""o__258ds10"",""f__"",""g__"",""s__"""
"OTU-26923,1,1,0,1,0,0,0,0,0,0,21,1.32221929473392,6.16438356164384,""k__Bacteria"",""p__Fibrobacteres"",""c__Fibrobacteria"",""o__258ds10"",""f__"",""g__"",""s__"""
"OTU-28844,1,1,1,1,0,0,0,0,0,0,50,1.69897000433602,30.1369863013699,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__C114"",""f__"",""g__"",""s__"""
"OTU-17225,1,1,1,1,0,0,0,0,0,0,42,1.6232492903979,12.3287671232877,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__C114"",""f__"",""g__"",""s__"""
"OTU-1803,1,1,1,1,0,0,0,0,0,0,134,2.12710479836481,52.7397260273973,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__C114"",""f__"",""g__"",""s__"""
"OTU-4636,1,1,1,1,0,0,0,0,0,0,214,2.33041377334919,66.4383561643836,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__C114"",""f__"",""g__"",""s__"""
"OTU-1377,1,1,1,1,0,0,0,0,0,0,137,2.13672056715641,50.6849315068493,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__C114"",""f__"",""g__"",""s__"""
"OTU-376,1,1,1,1,0,0,0,0,0,0,47,1.67209785793572,17.8082191780822,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-27575,1,1,1,1,0,0,0,0,0,0,51,1.70757017609794,18.4931506849315,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-30397,1,1,1,1,0,0,0,0,0,0,21,1.32221929473392,10.2739726027397,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-1070,1,1,1,1,0,0,0,0,0,0,239,2.37839790094814,55.4794520547945,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-28113,1,1,1,1,0,0,0,0,0,0,110,2.04139268515822,43.8356164383562,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-2136,1,1,1,0,0,0,0,0,0,0,100,2,41.0958904109589,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-5125,1,1,1,1,0,0,0,0,0,0,10,1,4.79452054794521,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-27679,1,1,0,1,0,0,0,0,0,0,51,1.70757017609794,8.9041095890411,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-27355,1,1,0,1,0,0,0,0,0,0,35,1.54406804435028,8.21917808219178,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-13008,1,1,1,1,0,0,0,0,0,0,51,1.70757017609794,14.3835616438356,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Ellin5290"",""f__"",""g__"",""s__"""
"OTU-28115,1,1,1,1,0,0,0,0,0,0,22,1.34242268082221,8.21917808219178,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Gemmatimonadaceae"",""g__Gemmatimonas"",""s__"""
"OTU-422,1,1,1,1,0,0,0,0,0,0,240,2.38021124171161,69.8630136986301,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Gemmatimonadaceae"",""g__Gemmatimonas"",""s__"""
"OTU-10488,1,0,1,0,0,0,0,0,0,0,20,1.30102999566398,13.013698630137,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-1130,1,1,1,1,1,1,1,1,1,0,2507,3.39915433395822,91.0958904109589,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-28147,1,1,1,1,0,0,0,0,0,0,14,1.14612803567824,6.84931506849315,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__"",""g__"",""s__"""
"OTU-1675,1,1,1,1,0,0,0,0,0,0,242,2.38381536598043,73.2876712328767,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__"",""g__"",""s__"""
"OTU-5879,1,1,1,1,0,0,0,0,0,0,121,2.08278537031645,18.4931506849315,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-1283,1,1,1,1,0,0,0,0,0,0,121,2.08278537031645,50,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-13253,1,1,1,1,0,0,0,0,0,0,38,1.57978359661681,15.7534246575342,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-1795,1,1,1,1,0,0,0,0,0,0,375,2.57403126772772,81.5068493150685,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-1755,1,1,1,1,0,0,0,0,0,0,120,2.07918124604762,51.3698630136986,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-7378,1,1,1,1,0,0,0,0,0,0,91,1.95904139232109,10.2739726027397,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__"",""g__"",""s__"""
"OTU-28146,1,1,1,1,0,0,0,0,0,0,18,1.25527250510331,7.53424657534247,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-16314,1,0,1,1,0,0,0,0,0,0,152,2.18184358794477,43.1506849315069,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-9764,1,0,1,0,0,0,0,0,0,0,21,1.32221929473392,10.2739726027397,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-142,1,1,1,1,1,1,1,1,1,0,2003,3.30168094929358,84.9315068493151,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-21805,1,0,1,0,0,0,0,0,0,0,118,2.07188200730613,47.945205479452,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-1664,1,1,1,1,1,1,1,1,1,0,2245,3.35121634533934,84.9315068493151,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-5370,1,0,1,0,0,0,0,0,0,0,97,1.98677173426624,21.2328767123288,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__"",""g__"",""s__"""
"OTU-862,1,0,1,0,0,0,0,0,0,0,247,2.39269695325967,58.2191780821918,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",NA,NA,NA,NA"
"OTU-4113,1,1,1,1,0,0,0,0,0,0,722,2.85853719756964,83.5616438356164,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-46130,1,0,1,0,0,0,0,0,0,0,48,1.68124123737559,25.3424657534247,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-1472,1,1,1,1,0,0,0,0,0,0,539,2.73158876518674,83.5616438356164,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-1347,1,1,1,1,0,0,0,0,0,0,432,2.63548374681491,78.7671232876712,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-20240,1,1,1,1,0,0,0,0,0,0,48,1.68124123737559,10.958904109589,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-24809,1,1,1,1,0,0,0,0,0,0,26,1.41497334797082,7.53424657534247,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-34230,1,1,1,1,0,0,0,0,0,0,17,1.23044892137827,6.84931506849315,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-34576,1,1,1,1,0,0,0,0,0,0,29,1.46239799789896,8.21917808219178,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-28960,1,1,1,1,0,0,0,0,0,0,42,1.6232492903979,8.9041095890411,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-2751,1,1,1,1,0,0,0,0,0,0,168,2.22530928172586,59.5890410958904,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-26781,1,1,1,1,0,0,0,0,0,0,94,1.9731278535997,25.3424657534247,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-11270,1,1,1,1,0,0,0,0,0,0,15,1.17609125905568,8.9041095890411,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-26999,1,1,1,1,0,0,0,0,0,0,46,1.66275783168157,8.9041095890411,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-27636,1,1,1,1,0,0,0,0,0,0,19,1.27875360095283,8.9041095890411,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-30222,1,1,1,1,0,0,0,0,0,0,14,1.14612803567824,4.79452054794521,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-619,1,0,1,1,0,0,0,0,0,0,384,2.58433122436753,65.0684931506849,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-1335,1,1,1,1,0,0,0,0,0,0,125,2.09691001300806,51.3698630136986,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__KD8-87"",""f__"",""g__"",""s__"""
"OTU-26064,1,1,1,1,0,0,0,0,0,0,33,1.51851393987789,10.2739726027397,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-2243,1,1,1,1,1,1,1,1,0,1,666,2.8234742291703,15.0684931506849,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__N1423WL"",""f__"",""g__"",""s__"""
"OTU-20745,1,1,1,1,0,0,0,0,0,0,64,1.80617997398389,9.58904109589041,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__N1423WL"",""f__"",""g__"",""s__"""
"OTU-36160,1,1,1,1,0,0,0,0,0,0,55,1.74036268949424,8.9041095890411,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__N1423WL"",""f__"",""g__"",""s__"""
"OTU-10457,1,1,1,1,1,1,1,1,0,1,795,2.90036712865647,69.1780821917808,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__N1423WL"",""f__"",""g__"",""s__"""
"OTU-13545,1,1,1,0,0,0,0,0,0,0,13,1.11394335230684,6.84931506849315,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__N1423WL"",""f__"",""g__"",""s__"""
"OTU-20837,1,1,1,1,0,0,0,0,0,0,126,2.10037054511756,15.7534246575342,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Ellin5301"",""g__"",""s__"""
"OTU-29969,1,1,0,1,0,0,0,0,0,0,21,1.32221929473392,7.53424657534247,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Ellin5301"",""g__"",""s__"""
"OTU-26960,1,1,0,1,0,0,0,0,0,0,50,1.69897000433602,8.9041095890411,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Ellin5301"",""g__"",""s__"""
"OTU-26834,1,1,1,1,0,0,0,0,0,0,98,1.99122607569249,11.6438356164384,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Ellin5301"",""g__"",""s__"""
"OTU-2008,1,1,1,1,0,0,0,0,0,0,244,2.38738982633873,32.8767123287671,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Ellin5301"",""g__"",""s__"""
"OTU-1730,1,1,1,1,0,0,0,0,0,0,91,1.95904139232109,19.8630136986301,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Ellin5301"",""g__"",""s__"""
"OTU-26846,1,1,0,1,0,0,0,0,0,0,41,1.61278385671974,8.21917808219178,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Ellin5301"",""g__"",""s__"""
"OTU-2759,1,1,1,1,0,0,0,0,0,0,43,1.63346845557959,22.6027397260274,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__Ellin5301"",""g__"",""s__"""
"OTU-182,1,1,1,1,1,1,1,1,1,0,2256,3.3533390953113,88.3561643835616,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__KD8-87"",""f__"",""g__"",""s__"""
"OTU-5710,1,1,1,1,0,0,0,0,0,0,337,2.52762990087134,76.7123287671233,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__KD8-87"",""f__"",""g__"",""s__"""
"OTU-23652,1,0,1,0,0,0,0,0,0,0,153,2.1846914308176,51.3698630136986,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__KD8-87"",""f__"",""g__"",""s__"""
"OTU-8589,1,0,1,1,0,0,0,0,0,0,347,2.54032947479087,71.2328767123288,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__KD8-87"",""f__"",""g__"",""s__"""
"OTU-2946,1,1,1,1,0,0,0,0,0,0,10,1,6.84931506849315,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-22649,1,1,1,1,0,0,0,0,0,0,27,1.43136376415899,10.958904109589,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-31159,1,1,0,1,0,0,0,0,0,0,11,1.04139268515823,4.10958904109589,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-27398,1,1,0,1,0,0,0,0,0,0,20,1.30102999566398,8.21917808219178,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",NA,NA,NA"
"OTU-1042,1,1,1,1,0,0,0,0,0,0,121,2.08278537031645,50,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__Gemmatimonadales"",""f__"",""g__"",""s__"""
"OTU-2982,1,1,1,1,0,0,0,0,0,0,19,1.27875360095283,7.53424657534247,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-29358,1,1,1,1,0,0,0,0,0,0,30,1.47712125471966,9.58904109589041,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-21808,1,1,1,1,0,0,0,0,0,0,10,1,5.47945205479452,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemmatimonadetes"",""o__"",""f__"",""g__"",""s__"""
"OTU-26856,1,1,0,1,0,0,0,0,0,0,15,1.17609125905568,4.79452054794521,""k__Bacteria"",""p__Chloroflexi"",NA,NA,NA,NA,NA"
"OTU-945,1,1,1,1,0,0,0,0,0,0,492,2.69196510276736,80.8219178082192,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-661,1,1,1,1,1,1,1,1,1,0,1118,3.0484418035504,88.3561643835616,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-27494,1,1,1,1,0,0,0,0,0,0,30,1.47712125471966,6.84931506849315,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-28212,1,1,0,1,0,0,0,0,0,0,16,1.20411998265592,6.16438356164384,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-6476,1,1,1,1,0,0,0,0,0,0,782,2.89320675305985,91.0958904109589,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-54728,1,1,1,0,0,0,0,0,0,0,39,1.5910646070265,21.9178082191781,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-3130,1,1,1,1,0,0,0,0,0,0,36,1.55630250076729,15.0684931506849,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-539,1,1,1,1,0,0,0,0,0,0,537,2.72997428569956,87.6712328767123,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-2805,1,1,1,1,0,0,0,0,0,0,12,1.07918124604762,6.84931506849315,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
"OTU-38538,1,1,1,1,0,0,0,0,0,0,11,1.04139268515823,5.47945205479452,""k__Bacteria"",""p__Gemmatimonadetes"",""c__Gemm-1"",""o__"",""f__"",""g__"",""s__"""
