"OTU","C.Tu_A1","C.Td_A1","T.TTu_A1","T.TTd_A1","TT.CTu_A1","TT.CTd_A1","CC.CTu_A1","CC.CTd_A1","C.Tu_A3","C.Td_A3","T.TTu_A3","T.TTd_A3","TT.CTu_A3","TT.CTd_A3","CC.CTu_A3","CC.CTd_A3","C.Tu_F3","C.Td_F3","T.TTu_F3","T.TTd_F3","TT.CTu_F3","TT.CTd_F3","CC.CTu_F3","CC.CTd_F3","C.Tu_Fun1","C.Td_Fun1","T.TTu_Fun1","T.TTd_Fun1","TT.CTu_Fun1","TT.CTd_Fun1","CC.CTu_Fun1","CC.CTd_Fun1","C.Tu_HS","C.Td_HS","T.TTu_HS","T.TTd_HS","TT.CTu_HS","TT.CTd_HS","CC.CTu_HS","CC.CTd_HS","C.Tu_Ox1","C.Td_Ox1","T.TTu_Ox1","T.TTd_Ox1","TT.CTu_Ox1","TT.CTd_Ox1","CC.CTu_Ox1","CC.CTd_Ox1","C.Tu_pH11","C.Td_pH11","T.TTu_pH11","T.TTd_pH11","TT.CTu_pH11","TT.CTd_pH11","CC.CTu_pH11","CC.CTd_pH11","C.Tu_pH2","C.Td_pH2","T.TTu_pH2","T.TTd_pH2","TT.CTu_pH2","TT.CTd_pH2","CC.CTu_pH2","CC.CTd_pH2","C.Tu_Pro","C.Td_Pro","T.TTu_Pro","T.TTd_Pro","TT.CTu_Pro","TT.CTd_Pro","CC.CTu_Pro","CC.CTd_Pro","C.Tu_UV","C.Td_UV","T.TTu_UV","T.TTd_UV","TT.CTu_UV","TT.CTd_UV","CC.CTu_UV","CC.CTd_UV","C.CCu","C.CCd","ASV total abundance","ASV total abundance (log 10)","Prevalence","Kingdom","Domain","Phylum","Class","Order","Family","Genus","Species"
"OTU-82130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4038,3.60616631460762,290,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Gonostomum","s__Gonostomum_strenuum"
"OTU-579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564,3.19423674872383,55,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Oligohymenophorea","o__Peritrichia_2","f__Sessilida","g__Opisthonecta","s__Opisthonecta_henneguyi"
"OTU-387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4695,3.67163559660213,253,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-13098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2417,3.38327665040765,112,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytricha","s__Oxytricha_sp."
"OTU-13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,140699,5.14829101075368,404,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_maupasi"
"OTU-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,820282,5.91396318163942,431,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytrichidae_X","s__Oxytrichidae_X_sp."
"OTU-222545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294,3.72378393696533,35,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytrichidae_X","s__Oxytrichidae_X_sp."
"OTU-28957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,2.98317507203781,108,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Platyophryida","g__Platyophrya","s__Platyophrya_vorax"
"OTU-529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,3.29710365014926,67,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytrichidae_X","s__Oxytrichidae_X_sp."
"OTU-91217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,2.74115159885178,36,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-174108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4066,3.60916737430202,240,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Orthamphisiella","s__Orthamphisiella_breviseries"
"OTU-143771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1106,3.04375512696868,87,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytricha","s__Oxytricha_sp."
"OTU-3",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,220588,5.34358188310175,409,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_steinii"
"OTU-46",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11114,4.04587039244936,320,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_steinii"
"OTU-124814",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7249,3.86027809975224,138,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14912,4.17353589500991,125,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpodida_X","s__Colpodida_X_sp."
"OTU-234854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,15048,4.17747878254232,290,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Bistichella","s__Bistichella_FG-2014"
"OTU-94468",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2671,3.42667388802137,135,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-220904",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3009,3.47842218774008,123,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-235162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22537,4.35289610469331,242,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Amphisiella","s__Amphisiella_magnigranulosa"
"OTU-128358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,2.99782308074573,88,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-144754",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,10892,4.03710763266793,166,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-170061",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5379,3.73070154428185,297,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-90082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,2.90308998699194,20,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytrichidae_X","s__Oxytrichidae_X_sp."
"OTU-48351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,3.16790781000148,199,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_maupasi"
"OTU-120091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6850,3.83569057149243,295,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_maupasi"
"OTU-228600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,2.75815462196739,70,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Platyophryida","g__Platyophrya","s__Platyophrya_vorax"
"OTU-34034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1016,3.0068937079479,101,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-46153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,3.10071508657308,94,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-7166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,2.8842287696326,133,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_steinii"
"OTU-13825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,3.13830269816628,213,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,3.34321159017975,75,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Cyrtolophosidida","g__Cyrtolophosidida_X","s__Cyrtolophosidida_X_sp."
"OTU-225671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1232,3.09061070782841,24,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-22713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30768,4.4880992668944,123,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Oxytrichidae_X","s__Oxytrichidae_X_sp."
"OTU-9006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,2.97772360528885,151,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_maupasi"
"OTU-87338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,2.99431715266964,44,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-92795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14484,4.16088851614497,248,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Gonostomum","s__Gonostomum_namibiense"
"OTU-46161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,3.15411952551585,172,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-54",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11804,4.07202920082792,255,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Oligohymenophorea","o__Scuticociliatia_1","f__Philasterida","g__Philasterida_X","s__Philasterida_X_sp."
"OTU-46902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,2.69635638873333,81,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-7954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960,3.47129171105894,235,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-177174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1647,3.21669359916975,89,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-29790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3755,3.57460994134019,284,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-32339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4197,3.62293896921149,281,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpodida_X","s__Colpodida_X_sp."
"OTU-140278",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7838,3.89420525914208,142,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Spirotrichea","o__Hypotrichia","f__Oxytrichidae","g__Stichotrichia","s__Stichotrichia_sp."
"OTU-9615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,3.17666993266815,212,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Pseudoplatyophrya","s__Pseudoplatyophrya_nana"
"OTU-114388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,2.81224469680037,119,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-158225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,3.12904505988796,155,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
"OTU-55238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6644,3.82242962377936,136,"k__Eukaryota","d__Alveolata","p__Ciliophora","c__Colpodea","o__Colpodea_X","f__Colpodida","g__Colpoda","s__Colpoda_inflata"
