OTU;T0;C;A1;A3;HS;C_C;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-50964;0;0;1;1;0;1;1;1;0;1;1;0;0;0;1;16;1.204119983;53.33333333
OTU-1763;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;77;1.886490725;80
OTU-518;1;1;1;1;0;1;0;0;1;1;0;0;1;1;1;39;1.591064607;66.66666667
OTU-1923;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;38;1.579783597;73.33333333
OTU-116603;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;6;0.77815125;20
OTU-65890;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;3;0.477121255;20
OTU-153367;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.666666667
OTU-4043;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-47593;1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;34;1.531478917;60
OTU-19981;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;12;1.079181246;40
OTU-2468;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-53417;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;8;0.903089987;33.33333333
OTU-14024;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1;9;0.954242509;40
OTU-25033;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;20
OTU-166960;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;71;1.851258349;73.33333333
OTU-77953;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;4;0.602059991;20
OTU-22810;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;74;1.86923172;86.66666667
OTU-124926;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;166;2.220108088;93.33333333
OTU-414;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;322;2.507855872;93.33333333
OTU-35974;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;4;0.602059991;26.66666667
OTU-6991;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;122;2.086359831;80
OTU-565;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;495;2.694605199;93.33333333
OTU-118282;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0.477121255;13.33333333
OTU-1493;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;66;1.819543936;80
OTU-1041;0;0;1;1;0;1;1;0;1;1;1;0;1;0;1;20;1.301029996;60
OTU-4379;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;18;1.255272505;40
OTU-3324;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;10;1;40
OTU-64828;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;84;1.924279286;80
OTU-28434;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0.301029996;13.33333333
OTU-50855;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0.301029996;13.33333333
OTU-4878;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;15;1.176091259;40
OTU-103148;0;0;0;0;0;1;1;0;1;1;1;1;1;1;1;426;2.629409599;60
OTU-151993;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;42;1.62324929;26.66666667
OTU-105620;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;25;1.397940009;53.33333333
OTU-111564;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;11;1.041392685;33.33333333
OTU-142746;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;4;0.602059991;20
OTU-66441;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;20;1.301029996;20
OTU-111457;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;6.666666667
OTU-117653;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;19;1.278753601;20
OTU-51892;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;35;1.544068044;66.66666667
OTU-103672;0;1;0;0;0;1;1;1;1;1;0;0;1;1;1;64;1.806179974;60
OTU-178877;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;6.666666667
OTU-134050;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;55;1.740362689;73.33333333
OTU-48694;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;7;0.84509804;33.33333333
OTU-41080;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;58;1.763427994;73.33333333
OTU-38545;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;49;1.69019608;80
OTU-142175;0;1;0;0;0;1;1;1;0;1;1;0;1;1;1;56;1.748188027;60
OTU-195310;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;8;0.903089987;33.33333333
OTU-138742;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;6;0.77815125;20
OTU-9922;0;1;1;0;0;1;1;1;1;0;0;1;1;1;0;27;1.431363764;60
OTU-215923;0;0;1;0;0;1;1;1;1;1;1;0;1;0;1;33;1.51851394;60
OTU-49941;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;16;1.204119983;6.666666667
OTU-124976;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;0.477121255;13.33333333
OTU-100859;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;9;0.954242509;20
OTU-102025;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;16;1.204119983;33.33333333
OTU-51520;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-29533;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-131067;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;6;0.77815125;20
OTU-43198;1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;22;1.342422681;60
OTU-620;1;1;1;1;0;1;0;1;1;1;1;0;1;1;1;167;2.222716471;80
OTU-116418;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;152;2.181843588;26.66666667
OTU-16444;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;20
OTU-2726;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;36;1.556302501;66.66666667
OTU-865;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;13.33333333
OTU-36772;0;1;1;1;0;0;0;1;0;0;1;1;1;0;1;118;2.071882007;53.33333333
OTU-772;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;657;2.81756537;86.66666667
OTU-184;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;768;2.88536122;93.33333333
OTU-203554;0;1;0;1;0;1;1;1;1;0;1;0;1;1;1;39;1.591064607;66.66666667
OTU-242518;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;27;1.431363764;13.33333333
OTU-89;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;20343;4.308414999;93.33333333
OTU-122202;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;19;1.278753601;26.66666667
OTU-237632;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;72;1.857332496;40
OTU-240621;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;20;1.301029996;13.33333333
OTU-18809;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-30002;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;0.301029996;13.33333333
OTU-1709;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;170;2.230448921;100
OTU-237992;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;68;1.832508913;20
OTU-232089;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;13.33333333
OTU-26817;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0.602059991;13.33333333
OTU-679;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;394;2.595496222;93.33333333
OTU-57926;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;7;0.84509804;20
OTU-11039;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;441;2.644438589;86.66666667
OTU-12182;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;48;1.681241237;60
OTU-6797;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;941;2.973589623;93.33333333
OTU-756;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;22;1.342422681;26.66666667
OTU-64992;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;68;1.832508913;26.66666667
OTU-12268;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;13.33333333
OTU-1631;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;141;2.149219113;26.66666667
OTU-5483;1;0;1;0;0;1;1;1;0;1;1;1;1;1;1;362;2.558708571;73.33333333
OTU-17716;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;20
OTU-3183;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;701;2.845718018;86.66666667
OTU-34386;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;61;1.785329835;13.33333333
OTU-224189;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;33;1.51851394;20
OTU-78436;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1.322219295;6.666666667
OTU-231498;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1.342422681;6.666666667
OTU-76542;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;17;1.230448921;20
OTU-236264;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;1;13.33333333
OTU-101353;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;92;1.963787827;73.33333333
OTU-72530;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;15;1.176091259;33.33333333
OTU-177855;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;146;2.164352856;100
OTU-529;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;697;2.843232778;100
OTU-39841;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;6.666666667
OTU-65608;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;7;0.84509804;26.66666667
OTU-87240;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.666666667
OTU-20753;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;544;2.7355989;100
OTU-30553;1;1;0;0;1;0;0;1;0;1;0;0;1;1;1;63;1.799340549;53.33333333
OTU-158369;1;0;1;0;0;0;1;1;1;1;1;0;1;1;1;63;1.799340549;66.66666667
OTU-1103;1;1;0;1;0;0;1;1;1;1;1;0;1;1;1;47;1.672097858;73.33333333
OTU-233132;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.666666667
OTU-38208;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;234;2.369215857;33.33333333
OTU-58002;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1.51851394;13.33333333
OTU-32522;1;1;1;0;1;0;1;1;0;1;1;0;1;1;1;184;2.264817823;73.33333333
OTU-81148;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1.230448921;6.666666667
OTU-234464;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;1.568201724;6.666666667
OTU-185865;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;23;1.361727836;26.66666667
OTU-240555;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;6.666666667
OTU-185092;1;0;0;0;0;1;1;1;1;1;0;0;1;1;1;29;1.462397998;60
OTU-100812;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;69;1.838849091;33.33333333
OTU-106748;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;196;2.292256071;66.66666667
OTU-100870;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;814;2.910624405;80
OTU-242024;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;69;1.838849091;60
OTU-172;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2590;3.413299764;93.33333333
OTU-25858;1;0;0;1;1;0;1;1;1;1;0;0;1;1;0;188;2.274157849;60
OTU-234476;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;26;1.414973348;13.33333333
OTU-2080;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;93;1.968482949;20
OTU-58341;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31;1.491361694;13.33333333
OTU-184186;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-313;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;330;2.51851394;86.66666667
OTU-179093;1;1;1;1;0;0;1;1;0;0;1;0;1;1;1;35;1.544068044;66.66666667
OTU-232141;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.666666667
OTU-20156;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;26.66666667
OTU-1624;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;9;0.954242509;46.66666667
OTU-24097;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;159;2.201397124;93.33333333
OTU-22;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2120;3.326335861;93.33333333
OTU-29894;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;175;2.243038049;40
OTU-114524;1;1;0;0;0;1;1;1;1;0;1;0;1;1;0;50;1.698970004;60
OTU-273;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1515;3.180412633;73.33333333
OTU-201369;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;13.33333333
OTU-335;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;15;1.176091259;33.33333333
OTU-233425;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;54;1.73239376;20
OTU-151248;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;885;2.946943271;33.33333333
OTU-19331;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;19;1.278753601;33.33333333
OTU-2415;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;66;1.819543936;13.33333333
OTU-55018;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;18;1.255272505;20
OTU-112034;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;16;1.204119983;20
OTU-101052;1;0;0;0;0;1;1;1;1;1;1;0;1;1;1;243;2.385606274;66.66666667
OTU-76;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;4603;3.663040975;93.33333333
OTU-112065;0;0;1;0;0;0;0;0;1;0;1;0;1;1;1;35;1.544068044;40
OTU-215122;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;40;1.602059991;13.33333333
OTU-114209;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;13;1.113943352;26.66666667
OTU-120029;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;5;0.698970004;20
OTU-120751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0.477121255;6.666666667
OTU-231519;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1.544068044;6.666666667
OTU-138270;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;11;1.041392685;26.66666667
OTU-43121;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;6.666666667
OTU-55115;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;62;1.792391689;20
OTU-48801;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;29;1.462397998;26.66666667
OTU-234176;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;52;1.716003344;13.33333333
OTU-61530;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;20
OTU-189889;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;6.666666667
OTU-53142;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;57;1.755874856;26.66666667
OTU-31033;0;0;1;0;0;1;1;1;1;0;1;0;1;1;0;76;1.880813592;53.33333333
OTU-231479;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;51;1.707570176;33.33333333
OTU-233083;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1.653212514;6.666666667
OTU-19458;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;24;1.380211242;26.66666667
OTU-47291;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;108;2.033423755;33.33333333
OTU-146094;1;0;0;0;0;0;1;0;1;1;1;0;1;1;1;61;1.785329835;53.33333333
OTU-249015;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;39;1.591064607;13.33333333
OTU-123924;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;198;2.29666519;33.33333333
OTU-108470;0;0;1;0;0;1;1;1;1;1;1;0;1;1;1;118;2.071882007;66.66666667
OTU-232850;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;6.666666667
OTU-248453;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;18;1.255272505;20
OTU-102289;1;0;0;0;0;1;1;1;1;1;0;1;1;0;0;28;1.447158031;53.33333333
OTU-91863;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;18;1.255272505;13.33333333
OTU-77819;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;22;1.342422681;26.66666667
OTU-2574;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;10;1;26.66666667
OTU-66529;1;0;1;0;0;0;0;1;0;0;0;0;1;1;1;17;1.230448921;40
OTU-19676;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;12;1.079181246;33.33333333
OTU-29712;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;59;1.770852012;46.66666667
OTU-11519;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1.041392685;6.666666667
OTU-93768;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1.301029996;13.33333333
OTU-215621;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;13.33333333
OTU-235018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;1.62324929;6.666666667
OTU-166299;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;40;1.602059991;20
OTU-19852;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;181;2.257678575;26.66666667
OTU-49834;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;141;2.149219113;33.33333333
OTU-57177;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;29;1.462397998;13.33333333
OTU-81174;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;77;1.886490725;20
OTU-43753;1;0;1;1;1;1;0;0;0;0;0;0;1;0;1;26;1.414973348;46.66666667
OTU-96773;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;105;2.021189299;13.33333333
OTU-235961;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;13.33333333
OTU-848;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;102;2.008600172;40
OTU-52541;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;31;1.491361694;20
OTU-232515;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;50;1.698970004;20
OTU-417;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1274;3.105169428;93.33333333
OTU-237338;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;107;2.029383778;33.33333333
OTU-2395;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;60;1.77815125;80
OTU-215451;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1.380211242;13.33333333
OTU-233916;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;13.33333333
OTU-235129;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;6.666666667
OTU-52963;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;31;1.491361694;13.33333333
OTU-231476;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1.361727836;13.33333333
OTU-212875;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;6.666666667
OTU-231849;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;6.666666667
OTU-119942;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-101044;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;18;1.255272505;33.33333333
OTU-53580;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;26.66666667
OTU-71018;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;5;0.698970004;33.33333333
OTU-100878;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;211;2.324282455;33.33333333
OTU-18771;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0.698970004;6.666666667
OTU-53545;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.33333333
OTU-43526;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;20
OTU-3037;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;0.954242509;26.66666667
OTU-56074;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;8;0.903089987;33.33333333
OTU-20902;0;1;1;0;0;0;1;1;1;0;1;0;1;1;1;13;1.113943352;60
OTU-50199;0;1;0;0;0;1;1;1;1;1;1;0;0;1;0;24;1.380211242;53.33333333
OTU-138197;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;6;0.77815125;40
OTU-96251;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;21;1.322219295;60
OTU-13917;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;5;0.698970004;20
OTU-8784;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;15;1.176091259;26.66666667
OTU-233904;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;13.33333333
OTU-232560;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;20
OTU-13567;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-35024;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;14;1.146128036;13.33333333
OTU-84376;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;18;1.255272505;6.666666667
OTU-61840;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1.255272505;6.666666667
OTU-91867;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1.322219295;13.33333333
OTU-15471;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;5;0.698970004;20
OTU-7248;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;48;1.681241237;40
OTU-121423;1;1;0;0;0;1;1;1;1;0;1;0;1;1;0;168;2.225309282;60
OTU-80341;0;0;1;0;0;1;1;1;1;0;1;0;1;1;0;31;1.491361694;53.33333333
OTU-35219;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6.666666667
OTU-41426;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;6.666666667
OTU-19369;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;65;1.812913357;20
OTU-4869;1;1;1;0;0;1;1;1;0;0;1;1;1;1;0;79;1.897627091;66.66666667
OTU-63222;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;4;0.602059991;20
OTU-8208;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;21;1.322219295;46.66666667
OTU-2977;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;20
OTU-174555;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;19;1.278753601;33.33333333
OTU-7896;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-2975;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;250;2.397940009;80
OTU-201351;0;1;1;0;0;1;1;1;1;1;1;1;1;1;0;96;1.982271233;73.33333333
OTU-98730;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;15;1.176091259;26.66666667
OTU-202478;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0.602059991;13.33333333
OTU-200843;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;412;2.614897216;80
OTU-4056;1;1;1;0;0;1;1;1;0;0;0;0;1;1;0;147;2.167317335;53.33333333
OTU-131835;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;773;2.888179494;40
OTU-54326;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;58;1.763427994;26.66666667
OTU-40150;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0.954242509;20
OTU-45129;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0.477121255;13.33333333
OTU-117977;0;1;1;0;0;1;1;1;1;0;1;0;0;0;0;11;1.041392685;46.66666667
OTU-163141;1;0;1;0;0;1;1;1;0;0;0;0;1;1;0;110;2.041392685;46.66666667
OTU-116637;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;29;1.462397998;26.66666667
OTU-12366;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0.903089987;6.666666667
OTU-36284;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;90;1.954242509;26.66666667
OTU-109562;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;3;0.477121255;20
OTU-3527;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;135;2.130333768;46.66666667
OTU-18380;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;23;1.361727836;20
OTU-32176;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;529;2.723455672;80
OTU-10981;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;31;1.491361694;33.33333333
OTU-6744;1;1;1;0;0;1;1;1;1;0;0;0;1;1;0;41;1.612783857;60
OTU-15298;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;75;1.875061263;33.33333333
OTU-5594;1;1;1;0;0;1;1;0;1;0;0;0;0;1;0;164;2.214843848;46.66666667
OTU-17498;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;19;1.278753601;26.66666667
OTU-61690;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1.462397998;6.666666667
OTU-231543;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1.342422681;6.666666667
OTU-5856;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;11;1.041392685;33.33333333
OTU-5743;0;1;1;0;0;1;1;1;1;1;1;0;1;1;0;867;2.938019097;66.66666667
OTU-34965;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;99;1.995635195;53.33333333
OTU-7952;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0.77815125;20
OTU-374;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;200;2.301029996;46.66666667
OTU-53898;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0.301029996;6.666666667
OTU-101140;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;234;2.369215857;73.33333333
OTU-6814;1;1;1;0;0;0;0;0;1;0;0;0;0;1;0;63;1.799340549;33.33333333
OTU-32676;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;13.33333333
OTU-3137;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;26;1.414973348;20
OTU-9148;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6.666666667
OTU-60111;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;5;0.698970004;13.33333333
OTU-65993;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;13.33333333
OTU-4513;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0.77815125;13.33333333
