OTU;T0;Ctrl;US;pH2;pH11;Ox1;Ox2;FT;A1;A2;A3;F1;F2;F3;Fun1;Fun2;Pro;Na;HS;UV;C_C;C_Ox1;Ox1_Ox1;C_A1;A1_A1;C_A3;A3_A3;C_HS;HS_HS;C_pH2;pH2_pH2;C_pH11;pH11_pH11;C_F3;F3_F3;C_Fun1;Fun1_Fun1;C_Pro;Pro_Pro;C_UV;UV_UV;A1_A3;A1_HS;A3_HS;ASV total abundance;ASV total abundance (log10);Prevalence
OTU-235180;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;14;1.146128036;9.090909091
OTU-59931;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;63;1.799340549;43.18181818
OTU-239717;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;1.662757832;6.818181818
OTU-191018;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;6.818181818
OTU-14269;0;0;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;45;1.653212514;47.72727273
OTU-15359;1;0;0;1;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;1;0;0;1;1;1;0;87;1.939519253;56.81818182
OTU-10725;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;581;2.764176132;95.45454545
OTU-95406;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;1;0;21;1.322219295;27.27272727
OTU-14535;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;397;2.598790507;93.18181818
OTU-42152;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1.681241237;6.818181818
OTU-214257;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;19;1.278753601;20.45454545
OTU-93345;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;0.954242509;13.63636364
OTU-16938;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1;0;0;66;1.819543936;59.09090909
OTU-2927;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1003;3.001300933;95.45454545
OTU-37216;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;1;1;1;1;1;1;0;0;74;1.86923172;61.36363636
OTU-4592;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;802;2.904174368;95.45454545
OTU-3033;1;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;0;85;1.929418926;54.54545455
OTU-56099;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;1.556302501;6.818181818
OTU-20377;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;551;2.741151599;81.81818182
OTU-78188;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;31;1.491361694;9.090909091
OTU-226073;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;1.079181246;9.090909091
OTU-19336;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;175;2.243038049;81.81818182
OTU-231490;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1.380211242;2.272727273
OTU-111670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;1;0;1;0;240;2.380211242;34.09090909
OTU-234340;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;2.272727273
OTU-73960;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1.322219295;6.818181818
OTU-141432;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1.176091259;11.36363636
OTU-7707;1;1;1;0;0;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1;1;0;265;2.423245874;70.45454545
OTU-50481;1;1;0;0;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;47;1.672097858;25
OTU-234303;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;26;1.414973348;9.090909091
OTU-37987;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;64;1.806179974;54.54545455
OTU-99607;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;1.079181246;4.545454545
OTU-7496;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;321;2.506505032;95.45454545
OTU-9684;1;1;1;0;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;173;2.238046103;70.45454545
OTU-106997;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;0;28;1.447158031;29.54545455
OTU-114715;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;25;1.397940009;36.36363636
OTU-6825;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;117;2.068185862;77.27272727
OTU-38896;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;13.63636364
OTU-19771;1;1;0;0;0;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;30;1.477121255;22.72727273
OTU-94751;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;105;2.021189299;31.81818182
OTU-19442;0;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;336;2.526339277;61.36363636
OTU-19135;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1.301029996;15.90909091
OTU-18770;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;1;0;1;0;1;1;1;0;0;0;98;1.991226076;70.45454545
OTU-20967;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;1.431363764;13.63636364
OTU-5864;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;119;2.075546961;75
OTU-18150;0;1;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;118;2.071882007;43.18181818
OTU-76132;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;1;0;60;1.77815125;63.63636364
OTU-19179;1;1;1;0;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;988;2.994756945;81.81818182
OTU-10191;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;5361;3.729245807;93.18181818
OTU-48592;1;0;0;0;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;489;2.689308859;68.18181818
OTU-67518;0;0;1;0;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;1;1;0;48;1.681241237;43.18181818
OTU-154304;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;6.818181818
OTU-5084;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;209;2.320146286;77.27272727
OTU-34650;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;148;2.170261715;50
OTU-106538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;1;0;43;1.633468456;31.81818182
OTU-53998;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;79;1.897627091;45.45454545
OTU-7379;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;19;1.278753601;25
OTU-9860;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;18;1.255272505;15.90909091
OTU-231503;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1.113943352;2.272727273
OTU-81763;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;22;1.342422681;13.63636364
OTU-72517;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;14;1.146128036;20.45454545
OTU-35881;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0.698970004;11.36363636
OTU-194742;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;21;1.322219295;27.27272727
OTU-6070;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;297;2.472756449;61.36363636
OTU-188854;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;18;1.255272505;18.18181818
OTU-12318;1;0;0;0;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;1;0;0;60;1.77815125;52.27272727
OTU-6728;1;1;1;1;1;0;0;1;1;0;1;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;91;1.959041392;45.45454545
OTU-48257;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;163;2.212187604;56.81818182
OTU-33319;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;1.579783597;22.72727273
OTU-64985;1;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;21;1.322219295;20.45454545
OTU-34890;1;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1.672097858;15.90909091
OTU-79027;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;65;1.812913357;22.72727273
OTU-59389;1;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;1;1;1;0;1;1;50;1.698970004;61.36363636
OTU-121345;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;1;1;1;0;51;1.707570176;45.45454545
OTU-9609;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;30;1.477121255;38.63636364
OTU-57655;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;1;237;2.374748346;93.18181818
OTU-32359;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;1.982271233;47.72727273
OTU-61770;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;1.556302501;15.90909091
OTU-42757;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;93;1.968482949;70.45454545
OTU-231736;1;0;0;1;1;0;1;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;31;1.491361694;27.27272727
OTU-928;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1454;3.162564407;100
OTU-86940;1;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;36;1.556302501;47.72727273
OTU-11027;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;412;2.614897216;90.90909091
OTU-232748;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;2.272727273
OTU-119937;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;63;1.799340549;13.63636364
OTU-47018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;1.113943352;6.818181818
OTU-120076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;25;1.397940009;9.090909091
OTU-192278;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;28;1.447158031;9.090909091
OTU-120389;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;14;1.146128036;9.090909091
OTU-15870;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;35;1.544068044;25
OTU-120434;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;21;1.322219295;11.36363636
OTU-120036;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;93;1.968482949;20.45454545
OTU-11465;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;100;2;40.90909091
OTU-120007;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.272727273
OTU-120066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;4;0.602059991;9.090909091
OTU-46057;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;571;2.756636108;72.72727273
OTU-128741;1;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;462;2.664641976;70.45454545
OTU-120981;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;8;0.903089987;6.818181818
OTU-134376;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0.77815125;6.818181818
OTU-119928;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;36;1.556302501;9.090909091
OTU-134858;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0.903089987;6.818181818
OTU-25263;1;1;0;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;22.72727273
OTU-107995;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1.278753601;9.090909091
OTU-12019;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;0;80;1.903089987;43.18181818
OTU-242983;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;53;1.72427587;25
OTU-10886;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;84;1.924279286;25
OTU-10483;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;161;2.206825876;47.72727273
OTU-232693;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;1;0;101;2.004321374;38.63636364
OTU-20885;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1.146128036;15.90909091
OTU-3990;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1.230448921;18.18181818
OTU-3403;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;177;2.247973266;50
OTU-3217;1;1;1;0;0;1;1;1;1;1;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;486;2.686636269;70.45454545
OTU-56307;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;1.819543936;25
OTU-21713;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1.204119983;18.18181818
OTU-2896;0;1;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;38;1.579783597;25
OTU-6300;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;0;1;1;1;1;1;0;0;628;2.797959644;68.18181818
OTU-2973;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;1;1;0;440;2.643452676;59.09090909
OTU-17727;1;1;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;34;1.531478917;29.54545455
OTU-15360;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;1;1;0;114;2.056904851;54.54545455
OTU-94873;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;23;1.361727836;27.27272727
OTU-43972;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;11.36363636
OTU-248121;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1.748188027;11.36363636
OTU-11013;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;387;2.587710965;38.63636364
OTU-19982;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;52;1.716003344;36.36363636
OTU-43009;1;1;1;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;47;1.672097858;31.81818182
OTU-54113;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;23;1.361727836;13.63636364
